scenario_id,cost_case,capital,participation_cap,slippage_bp,include_commission_tax,include_impact,partial_fill,zero_fill,enforce_limit_suspend,cumulative_return,avg_daily_return,trade_win_rate,daily_win_rate,max_drawdown,profit_factor,auc,total_trades,trading_days,avg_daily_trades,avg_fill_ratio,partial_fill_count,zero_fill_count,max_profit_day,max_profit_day_return,max_loss_day,max_loss_day_return,cum_return_drop_top1_profit_day,cum_return_drop_top3_profit_days,cum_return_drop_top5_profit_days,unfilled_reason_filled,unfilled_reason_partial_fill_capacity,unfilled_reason_zero_fill_capacity,unfilled_reason_no_buy_limit_or_missing,unfilled_reason_no_exit_limit_or_missing,drawdown_start,drawdown_end,drawdown_days,experiment_id,group_type,single_ticket_participation_median,single_ticket_participation_p90,single_ticket_participation_p99,selected_trading_days,selected_total_trades,avg_selected_per_day,days_below_top10,avg_v7_top10_overlap_ratio
15bp_one_way_slippage,15bp_one_way_slippage,,,15,True,False,False,False,False,-0.05940925689216536,-0.0009678941374014937,0.4241379310344828,0.41379310344827586,-0.08774790238071883,0.9004784480888323,0.5274665946821433,580,58,10.0,1.0,0,0,20260407,0.02927290366320434,20260306,-0.03575688722845871,-0.08616000697166704,-0.12574037411085848,-0.15831547943665913,580,0,0,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.0,0.0,0.0,58,580,10.0,0,1.0
20bp_one_way_slippage,20bp_one_way_slippage,,,20,True,False,False,False,False,-0.11242472974811923,-0.001966681541598857,0.41206896551724137,0.3793103448275862,-0.13245101003646953,0.8090038424362932,0.5274665946821433,580,58,10.0,1.0,0,0,20260407,0.028243882868349245,20260306,-0.036720894160737136,-0.13680471623528145,-0.17253786069097876,-0.20177401831187802,580,0,0,0,0,20260225,20260519,56,U1_internal_roll_top3000_60d,U,0.0,0.0,0.0,58,580,10.0,0,1.0
10bp_slippage_plus_impact,10bp_one_way_slippage_plus_impact_cost,100000.0,,10,True,True,False,False,False,-0.013778899874267725,-0.00015167944032404588,0.43275862068965515,0.4482758620689655,-0.07516067028871343,0.9836220614972012,0.5274665946821433,580,58,10.0,1.0,0,0,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.042601254969109714,-0.08563913959214298,-0.12114172000547108,580,0,0,0,0,20260226,20260320,17,U1_internal_roll_top3000_60d,U,0.005080519027543372,0.015271386012349815,0.043954333911475366,58,580,10.0,0,1.0
10bp_slippage_plus_impact_participation_1pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.01,10,True,True,False,True,True,-0.07326698980241908,-0.001238743582664931,0.38924731182795697,0.3620689655172414,-0.09345643409274151,0.8552967268831437,0.5274665946821433,580,58,10.0,0.8017241379310345,0,115,20260407,0.02705975544264223,20260320,-0.033128116696921006,-0.0976834548461325,-0.13683888577237113,-0.16908175613312448,465,0,115,0,0,20260224,20260519,57,U1_internal_roll_top3000_60d,U,0.0025655873200986857,0.007835804111473827,0.009656614469451066,58,580,10.0,0,1.0
10bp_slippage_plus_impact_participation_1pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.01,10,True,True,True,True,True,-0.045112751896529524,-0.0007141507618059864,0.43350604490500866,0.41379310344827586,-0.07899589623455205,0.9211328155879448,0.5274665946821433,580,58,10.0,0.9230832982520665,114,1,20260407,0.028645311837033366,20260306,-0.03464114134899665,-0.07170407805761536,-0.112984764319629,-0.14657915002776045,465,114,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.01,0.010000000000000002,58,580,10.0,0,1.0
10bp_slippage_plus_impact_participation_3pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.03,10,True,True,False,True,True,-0.027541938200038252,-0.00039446648154718825,0.4265486725663717,0.41379310344827586,-0.07969435357430332,0.9572251078196579,0.5274665946821433,580,58,10.0,0.9741379310344828,0,15,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.055962067893538636,-0.09839934474672118,-0.13340647502738656,565,0,15,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.004742381996812881,0.013889503020319539,0.02564047384846562,58,580,10.0,0,1.0
10bp_slippage_plus_impact_participation_3pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.03,10,True,True,True,True,True,-0.02068418701849506,-0.0002729678900764128,0.43350604490500866,0.43103448275862066,-0.07823476023841602,0.9704858307193956,0.5274665946821433,580,58,10.0,0.9912193447006765,14,1,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.04930473479236486,-0.0920412783151473,-0.12729527804805463,565,14,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.03,58,580,10.0,0,1.0
10bp_slippage_plus_impact_participation_5pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.05,10,True,True,False,True,True,-0.023405293906672675,-0.00032068909764680815,0.43130434782608695,0.43103448275862066,-0.0800142628352819,0.9653406987049671,0.5274665946821433,580,58,10.0,0.9913793103448276,0,5,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.05194631721186882,-0.09456411384890262,-0.12972015753919575,575,0,5,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.005007564470669934,0.01466523024045569,0.03357026315351562,58,580,10.0,0,1.0
10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.05,10,True,True,True,True,True,-0.01751644347265835,-0.00021729886301442267,0.43350604490500866,0.43103448275862066,-0.0772477922992062,0.9765211192695343,0.5274665946821433,580,58,10.0,0.9963192672413793,4,1,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.0462295686911961,-0.08910434995927163,-0.12447238402986438,575,4,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.043954333911475366,58,580,10.0,0,1.0
10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.1,10,True,True,False,True,True,-0.018016447731370122,-0.00022583736529826863,0.43252595155709345,0.43103448275862066,-0.07900315829265459,0.9756000646701045,0.5274665946821433,580,58,10.0,0.996551724137931,0,2,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.04671496030342137,-0.08956792179336082,-0.12491795640987635,578,0,2,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.005054761923998095,0.014991700137198537,0.03964727664360267,58,580,10.0,0,1.0
10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.1,10,True,True,True,True,True,-0.01418841451966324,-0.00015890512825346485,0.43350604490500866,0.43103448275862066,-0.07541286750846843,0.9828315617840631,0.5274665946821433,580,58,10.0,0.9979979310344828,1,1,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.042998801530954256,-0.08601881526878918,-0.12150665372757452,578,1,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.043954333911475366,58,580,10.0,0,1.0
capacity_100000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.01,5,True,True,True,True,True,0.0074214070829241585,0.00020891052491962096,0.44559585492227977,0.4827586206896552,-0.06415264976421053,1.0244974398028717,0.5274665946821433,580,58,10.0,0.9230832982520665,114,1,20260407,0.02962660201916083,20260306,-0.033683354669167366,-0.021566259936068866,-0.06691643710965789,-0.10400110125554862,465,114,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.01,0.010000000000000002,58,580,10.0,0,1.0
capacity_100000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.01,10,True,True,True,True,True,-0.045112751896529524,-0.0007141507618059864,0.43350604490500866,0.41379310344827586,-0.07899589623455205,0.9211328155879448,0.5274665946821433,580,58,10.0,0.9230832982520665,114,1,20260407,0.028645311837033366,20260306,-0.03464114134899665,-0.07170407805761536,-0.112984764319629,-0.14657915002776045,465,114,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.01,0.010000000000000002,58,580,10.0,0,1.0
capacity_100000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.01,15,True,True,True,True,True,-0.09490408003169581,-0.0016362906763425086,0.4214162348877375,0.3793103448275862,-0.11340820495927395,0.8294115242983396,0.5274665946821433,580,58,10.0,0.9230832982520665,114,1,20260407,0.027665001119406302,20260306,-0.0355979720190561,-0.11926949056121505,-0.1567755618364537,-0.18713099187683446,465,114,1,0,0,20260224,20260519,57,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.01,0.010000000000000002,58,580,10.0,0,1.0
capacity_100000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.01,20,True,True,True,True,True,-0.14209597549417596,-0.0025575105975308575,0.41278065630397237,0.3793103448275862,-0.1581339665245659,0.7476586350074877,0.5274665946821433,580,58,10.0,0.9230832982520665,114,1,20260407,0.026685668400548073,20260306,-0.03655384810998564,-0.16439466244587364,-0.1984015943566364,-0.22575320404498034,465,114,1,0,0,20260224,20260519,57,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.01,0.010000000000000002,58,580,10.0,0,1.0
capacity_100000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.03,5,True,True,True,True,True,0.03728084827662914,0.0007187246321556359,0.44559585492227977,0.5,-0.06374958611709725,1.0826174958551482,0.5274665946821433,580,58,10.0,0.9912193447006765,14,1,20260407,0.031135713578382095,20260306,-0.03399441258802827,0.005959578954860989,-0.041181282570997735,-0.08025185415088054,565,14,1,0,0,20260305,20260320,12,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.03,58,580,10.0,0,1.0
capacity_100000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.03,10,True,True,True,True,True,-0.02068418701849506,-0.0002729678900764128,0.43350604490500866,0.43103448275862066,-0.07823476023841602,0.9704858307193956,0.5274665946821433,580,58,10.0,0.9912193447006765,14,1,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.04930473479236486,-0.0920412783151473,-0.12729527804805463,565,14,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.03,58,580,10.0,0,1.0
capacity_100000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.03,15,True,True,True,True,True,-0.07540967574885338,-0.0012636705406562578,0.4214162348877375,0.39655172413793105,-0.09628674330909337,0.8711811976006268,0.5274665946821433,580,58,10.0,0.9912193447006765,14,1,20260407,0.02907503516478922,20260306,-0.035924936813598596,-0.1015326456704021,-0.14020309476525594,-0.1719321877099812,565,14,1,0,0,20260225,20260519,56,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.03,58,580,10.0,0,1.0
capacity_100000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.03,20,True,True,True,True,True,-0.12707671440426427,-0.002253384800925556,0.41278065630397237,0.3793103448275862,-0.14427743620315148,0.7829092052277514,0.5274665946821433,580,58,10.0,0.9912193447006765,14,1,20260407,0.02804623781028768,20260306,-0.0368887544417259,-0.1508910265991148,-0.18580991319333373,-0.21428572593720718,565,14,1,0,0,20260225,20260519,56,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.03,58,580,10.0,0,1.0
capacity_100000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.05,5,True,True,True,True,True,0.0409443271561607,0.0007795532466502331,0.44559585492227977,0.5,-0.06335228402906024,1.0895604016732365,0.5274665946821433,580,58,10.0,0.9963192672413793,4,1,20260407,0.031135713578382095,20260306,-0.03399441258802827,0.009512437061983903,-0.037794917030327446,-0.07700347844587752,575,4,1,0,0,20260305,20260320,12,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.043954333911475366,58,580,10.0,0,1.0
capacity_100000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.05,10,True,True,True,True,True,-0.01751644347265835,-0.00021729886301442267,0.43350604490500866,0.43103448275862066,-0.0772477922992062,0.9765211192695343,0.5274665946821433,580,58,10.0,0.9963192672413793,4,1,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.0462295686911961,-0.08910434995927163,-0.12447238402986438,575,4,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.043954333911475366,58,580,10.0,0,1.0
capacity_100000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.05,15,True,True,True,True,True,-0.07269388210910321,-0.0012131559518674445,0.4214162348877375,0.39655172413793105,-0.09469564778343498,0.876431104999579,0.5274665946821433,580,58,10.0,0.9963192672413793,4,1,20260407,0.02907503516478922,20260306,-0.035924936813598596,-0.09889358287425187,-0.13767761844837523,-0.1694999090683882,575,4,1,0,0,20260225,20260519,56,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.043954333911475366,58,580,10.0,0,1.0
capacity_100000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.05,20,True,True,True,True,True,-0.12477242128460309,-0.0022080195089547745,0.41278065630397237,0.3793103448275862,-0.14299784510474478,0.7874770896191323,0.5274665946821433,580,58,10.0,0.9963192672413793,4,1,20260407,0.02804623781028768,20260306,-0.0368887544417259,-0.1486495971430145,-0.18366066062316688,-0.21221164219397537,575,4,1,0,0,20260225,20260519,56,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.043954333911475366,58,580,10.0,0,1.0
capacity_100000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.1,5,True,True,True,True,True,0.044572143422286103,0.0008396850141437107,0.44559585492227977,0.5172413793103449,-0.06326784727958834,1.0964655924461502,0.5274665946821433,580,58,10.0,0.9979979310344828,1,1,20260407,0.031135713578382095,20260306,-0.03399441258802827,0.013030709408051733,-0.03444151650709104,-0.07378672447823886,578,1,1,0,0,20260305,20260320,12,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.043954333911475366,58,580,10.0,0,1.0
capacity_100000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.1,10,True,True,True,True,True,-0.01418841451966324,-0.00015890512825346485,0.43350604490500866,0.43103448275862066,-0.07541286750846843,0.9828315617840631,0.5274665946821433,580,58,10.0,0.9979979310344828,1,1,20260407,0.030104859907573923,20260306,-0.03496015667654036,-0.042998801530954256,-0.08601881526878918,-0.12150665372757452,578,1,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.043954333911475366,58,580,10.0,0,1.0
capacity_100000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.1,15,True,True,True,True,True,-0.06964348762161121,-0.0011564985157312376,0.4214162348877375,0.39655172413793105,-0.09295514101370816,0.8822124988529764,0.5274665946821433,580,58,10.0,0.9979979310344828,1,1,20260407,0.02907503516478922,20260306,-0.035924936813598596,-0.09592937289610981,-0.1348409894340974,-0.16676796020019602,578,1,1,0,0,20260225,20260519,56,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.043954333911475366,58,580,10.0,0,1.0
capacity_100000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.1,20,True,True,True,True,True,-0.1219790469693629,-0.002153096639929542,0.41278065630397237,0.3793103448275862,-0.14140678836878418,0.792786563321109,0.5274665946821433,580,58,10.0,0.9979979310344828,1,1,20260407,0.02804623781028768,20260306,-0.0368887544417259,-0.1459324291669999,-0.18105523387635225,-0.20969733869388363,578,1,1,0,0,20260225,20260519,56,U1_internal_roll_top3000_60d,U,0.005062371943744036,0.015154939843325005,0.043954333911475366,58,580,10.0,0,1.0
capacity_300000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.01,5,True,True,True,True,True,-0.022957570165548113,-0.00035560987657154116,0.4438687392055268,0.46551724137931033,-0.05118798457136331,0.9477845194613652,0.5274665946821433,580,58,10.0,0.6604418258269924,366,1,20260304,0.02000245791269577,20260320,-0.023481440346038534,-0.04211757309502573,-0.07745220957657784,-0.10775941209644424,213,366,1,0,0,20260224,20260320,19,U1_internal_roll_top3000_60d,U,0.01,0.01,0.010000000000000002,58,580,10.0,0,1.0
capacity_300000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.01,10,True,True,True,True,True,-0.05967881230514671,-0.0010155292221148465,0.4317789291882556,0.4482758620689655,-0.07890685158429922,0.8589053202665424,0.5274665946821433,580,58,10.0,0.6604418258269924,366,1,20260304,0.01904133648875726,20260320,-0.024174487466897362,-0.07724922039487081,-0.10987563163679515,-0.13779704734248455,213,366,1,0,0,20260224,20260519,57,U1_internal_roll_top3000_60d,U,0.01,0.01,0.010000000000000002,58,580,10.0,0,1.0
capacity_300000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.01,15,True,True,True,True,True,-0.09501051191695031,-0.0016747898699448894,0.4214162348877375,0.39655172413793105,-0.11216981425069239,0.7793620025181859,0.5274665946821433,580,58,10.0,0.6604418258269924,366,1,20260304,0.018081174400260604,20260320,-0.024866842848320546,-0.11108317210936713,-0.14115084727994365,-0.16681531801845395,213,366,1,0,0,20260224,20260519,57,U1_internal_roll_top3000_60d,U,0.01,0.01,0.010000000000000002,58,580,10.0,0,1.0
capacity_300000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.01,20,True,True,True,True,True,-0.12900561583063352,-0.0023333928057870843,0.4110535405872193,0.39655172413793105,-0.14422290843484475,0.7078607793418499,0.5274665946821433,580,58,10.0,0.6604418258269924,366,1,20260304,0.017121970211593365,20260320,-0.025558507525442607,-0.14366771176108528,-0.1713188333995289,-0.19484910162914226,213,366,1,0,0,20260224,20260519,57,U1_internal_roll_top3000_60d,U,0.01,0.01,0.010000000000000002,58,580,10.0,0,1.0
capacity_300000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.03,5,True,True,True,True,True,0.0010161919768565397,9.891001767666575e-05,0.4421416234887737,0.4827586206896552,-0.06578631871923579,1.0115145436752722,0.5274665946821433,580,58,10.0,0.9230832982520665,114,1,20260407,0.029494924430241515,20260306,-0.0338047686887913,-0.027662819677470862,-0.0725471379934921,-0.10918414611570315,465,114,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.015187115831232105,0.03,0.030000000000000002,58,580,10.0,0,1.0
capacity_300000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.03,10,True,True,True,True,True,-0.05118337200178513,-0.0008240401772384538,0.4317789291882556,0.41379310344827586,-0.08060352971908935,0.9096328808547578,0.5274665946821433,580,58,10.0,0.9230832982520665,114,1,20260407,0.028513781735262866,20260306,-0.0347624186626857,-0.07748768674989126,-0.11833695806536404,-0.15151542128910656,465,114,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.015187115831232105,0.03,0.030000000000000002,58,580,10.0,0,1.0
capacity_300000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.03,15,True,True,True,True,True,-0.10065760727941098,-0.001746069166881121,0.4214162348877375,0.3793103448275862,-0.11889286099734098,0.8191861601879459,0.5274665946821433,580,58,10.0,0.9230832982520665,114,1,20260407,0.027533618276035177,20260306,-0.03571911283915783,-0.12475623500331046,-0.16186304454099054,-0.191832257566514,465,114,1,0,0,20260224,20260519,57,U1_internal_roll_top3000_60d,U,0.015187115831232105,0.03,0.030000000000000002,58,580,10.0,0,1.0
capacity_300000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.03,20,True,True,True,True,True,-0.14754899515468556,-0.0026671783297586467,0.4110535405872193,0.3620689655172414,-0.16334145225383423,0.7385295650352925,0.5274665946821433,580,58,10.0,0.9230832982520665,114,1,20260407,0.026554432587290854,20260306,-0.0366748526484164,-0.1695998012527914,-0.20323747759204736,-0.23023067001427644,465,114,1,0,0,20260224,20260519,57,U1_internal_roll_top3000_60d,U,0.015187115831232105,0.03,0.030000000000000002,58,580,10.0,0,1.0
capacity_300000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.05,5,True,True,True,True,True,0.018627740914809454,0.0004040073578713398,0.4421416234887737,0.4827586206896552,-0.06487860710894644,1.0462799175961182,0.5274665946821433,580,58,10.0,0.9692272934766203,52,1,20260407,0.03057305182468084,20260306,-0.034117687087526806,-0.011590940485705081,-0.05771350004729181,-0.09543822817566416,527,52,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.015187115831232105,0.04546481952997502,0.05000000000000001,58,580,10.0,0,1.0
capacity_300000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.05,10,True,True,True,True,True,-0.037070096829459276,-0.0005653824032978506,0.4317789291882556,0.41379310344827586,-0.08021894757519954,0.9390448070427269,0.5274665946821433,580,58,10.0,0.9692272934766203,52,1,20260407,0.029556225484567135,20260306,-0.035083292203650265,-0.06471363162576993,-0.10657180876635397,-0.14064456986842622,527,52,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.015187115831232105,0.04546481952997502,0.05000000000000001,58,580,10.0,0,1.0
capacity_300000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.05,15,True,True,True,True,True,-0.08972101426361878,-0.0015338046144538586,0.4214162348877375,0.39655172413793105,-0.10948885135141073,0.8439968568568038,0.5274665946821433,580,58,10.0,0.9692272934766203,52,1,20260407,0.028540413985557945,20260306,-0.036047933584263545,-0.11497985557117563,-0.15289547690295346,-0.18359044743808328,527,52,1,0,0,20260225,20260519,56,U1_internal_roll_top3000_60d,U,0.015187115831232105,0.04546481952997502,0.05000000000000001,58,580,10.0,0,1.0
capacity_300000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.05,20,True,True,True,True,True,-0.13949179118604083,-0.0025012607234445533,0.4075993091537133,0.3793103448275862,-0.1557853011308017,0.7593974267622873,0.5274665946821433,580,58,10.0,0.9692272934766203,52,1,20260407,0.027525615809121374,20260306,-0.03701161267145105,-0.16254330249824955,-0.19681608251727933,-0.22438897192172025,527,52,1,0,0,20260225,20260519,56,U1_internal_roll_top3000_60d,U,0.015187115831232105,0.04546481952997502,0.05000000000000001,58,580,10.0,0,1.0
capacity_300000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.1,5,True,True,True,True,True,0.03028750047590667,0.0006019979727489334,0.4421416234887737,0.5,-0.06500816303937729,1.0686385816073174,0.5274665946821433,580,58,10.0,0.9928247825860953,11,1,20260407,0.030990568741486202,20260306,-0.034117687087526806,-0.0006819347207390747,-0.047313545937922474,-0.08588602011993052,568,11,1,0,0,20260305,20260320,12,U1_internal_roll_top3000_60d,U,0.015187115831232105,0.04546481952997502,0.1,58,580,10.0,0,1.0
capacity_300000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.1,10,True,True,True,True,True,-0.02737710277852734,-0.0003911837313811647,0.4317789291882556,0.43103448275862066,-0.07990912319917742,0.9580376590171048,0.5274665946821433,580,58,10.0,0.9928247825860953,11,1,20260407,0.029959879096123677,20260306,-0.035083292203650265,-0.05566914113680699,-0.09793209899251232,-0.132721878966375,568,11,1,0,0,20260225,20260320,18,U1_internal_roll_top3000_60d,U,0.015187115831232105,0.04546481952997502,0.1,58,580,10.0,0,1.0
capacity_300000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.1,15,True,True,True,True,True,-0.08181397718028083,-0.0013833741425984091,0.4214162348877375,0.39655172413793105,-0.10245048827680736,0.8600651274613593,0.5274665946821433,580,58,10.0,0.9928247825860953,11,1,20260407,0.028930218123741212,20260306,-0.036047933584263545,-0.10763042367048425,-0.14586090594492407,-0.17715778734870824,568,11,1,0,0,20260225,20260519,56,U1_internal_roll_top3000_60d,U,0.015187115831232105,0.04546481952997502,0.1,58,580,10.0,0,1.0
capacity_300000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.1,20,True,True,True,True,True,-0.13320383220448428,-0.002374574744273879,0.4075993091537133,0.3793103448275862,-0.15018517513182805,0.7729551296975372,0.5274665946821433,580,58,10.0,0.9928247825860953,11,1,20260407,0.027901584285116486,20260306,-0.03701161267145105,-0.1567323360063173,-0.1912429288900247,-0.21931675607253298,568,11,1,0,0,20260225,20260519,56,U1_internal_roll_top3000_60d,U,0.015187115831232105,0.04546481952997502,0.1,58,580,10.0,0,1.0
capacity_500000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.01,5,True,True,True,True,True,-0.02755760761727266,-0.0004526918275355778,0.4438687392055268,0.4827586206896552,-0.046934134478665346,0.9200274048662834,0.5274665946821433,580,58,10.0,0.517804037267043,425,1,20260520,0.018023040153375698,20260227,-0.02134123340687003,-0.04477368976224849,-0.07439464379977057,-0.09856209746998335,154,425,1,0,0,20260225,20260519,56,U1_internal_roll_top3000_60d,U,0.01,0.01,0.010000000000000002,58,580,10.0,0,1.0
capacity_500000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.01,10,True,True,True,True,True,-0.05632557437392194,-0.0009699119366124896,0.4317789291882556,0.43103448275862066,-0.0735381311119605,0.8374194967118974,0.5274665946821433,580,58,10.0,0.517804037267043,425,1,20260520,0.01709321142541654,20260227,-0.022271573499168272,-0.07218491380592829,-0.09982308798737971,-0.12230844314361466,154,425,1,0,0,20260224,20260519,57,U1_internal_roll_top3000_60d,U,0.01,0.01,0.010000000000000002,58,580,10.0,0,1.0
capacity_500000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.01,15,True,True,True,True,True,-0.0842324459915893,-0.001486615785408573,0.4214162348877375,0.39655172413793105,-0.09982751769891274,0.7630900138851595,0.5274665946821433,580,58,10.0,0.517804037267043,425,1,20260520,0.016164310811102832,20260227,-0.023200984973903577,-0.09879972730252207,-0.12454380297076217,-0.1454206803859046,154,425,1,0,0,20260224,20260519,57,U1_internal_roll_top3000_60d,U,0.01,0.01,0.010000000000000002,58,580,10.0,0,1.0
capacity_500000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.01,20,True,True,True,True,True,-0.11130430433680127,-0.002002804146491497,0.4110535405872193,0.3793103448275862,-0.12536158891739102,0.6959325792188444,0.5274665946821433,580,58,10.0,0.517804037267043,425,1,20260520,0.015236336921525363,20260227,-0.024129469220729508,-0.12464156044890251,-0.14857674674423105,-0.16791597607055686,154,425,1,0,0,20260224,20260519,57,U1_internal_roll_top3000_60d,U,0.01,0.01,0.010000000000000002,58,580,10.0,0,1.0
